"source","test_type","df1","df2","test_comp","test_value","p_comp","reported_p","computed_p","raw","error","decision_error","one_tailed_in_txt","apa_factor"
"2012-02-LaS-baumann-schumacher-2011-(de-)accentuation-and-the-processing-of-information-status-evidence-from-event-related-brain.pdf","F",1,22,"=",20.6,"<",0.001,0.000161824943562833,"F(1,22) = 20.60, p < .001",FALSE,FALSE,FALSE,0.95
"2012-02-LaS-baumann-schumacher-2011-(de-)accentuation-and-the-processing-of-information-status-evidence-from-event-related-brain.pdf","F",3,66,"=",35.96,"<",0.001,6.81573059433484e-14,"F(3,66) = 35.96, p < .001",FALSE,FALSE,FALSE,0.95
"2012-02-LaS-baumann-schumacher-2011-(de-)accentuation-and-the-processing-of-information-status-evidence-from-event-related-brain.pdf","F",3,66,"=",5.84,"<",0.01,0.00133560380111186,"F(3,66) = 5.84,p < .01",FALSE,FALSE,FALSE,0.95
"2012-02-LaS-baumann-schumacher-2011-(de-)accentuation-and-the-processing-of-information-status-evidence-from-event-related-brain.pdf","F",1,22,"=",21.9,"<",0.001,0.000114722546056008,"F(1,22) = 21.90, p < .001",FALSE,FALSE,FALSE,0.95
"2012-02-LaS-baumann-schumacher-2011-(de-)accentuation-and-the-processing-of-information-status-evidence-from-event-related-brain.pdf","F",1,22,"=",12.14,"<",0.01,0.00210201099537561,"F(1,22) = 12.14,p < .01",FALSE,FALSE,FALSE,0.95
"2012-02-LaS-baumann-schumacher-2011-(de-)accentuation-and-the-processing-of-information-status-evidence-from-event-related-brain.pdf","F",3,66,"=",53.45,"<",0.001,1.20653874682509e-17,"F(3,66) = 53.45, p < .001",FALSE,FALSE,FALSE,0.95
"2012-02-LaS-baumann-schumacher-2011-(de-)accentuation-and-the-processing-of-information-status-evidence-from-event-related-brain.pdf","F",3,66,"=",6.91,"<",0.01,0.000407624057296683,"F(3,66) = 6.91,p < .01",FALSE,FALSE,FALSE,0.95
"2012-02-LaS-baumann-schumacher-2011-(de-)accentuation-and-the-processing-of-information-status-evidence-from-event-related-brain.pdf","F",1,22,"=",21.43,"<",0.001,0.000129749723892055,"F(1,22) = 21.43, p < .001",FALSE,FALSE,FALSE,0.95
"2012-02-LaS-baumann-schumacher-2011-(de-)accentuation-and-the-processing-of-information-status-evidence-from-event-related-brain.pdf","F",1,22,"=",10.42,"<",0.01,0.00386802062123048,"F(1,22) = 10.42, p < .01",FALSE,FALSE,FALSE,0.95
"2012-02-LaS-baumann-schumacher-2011-(de-)accentuation-and-the-processing-of-information-status-evidence-from-event-related-brain.pdf","F",1,22,"=",23.64,"<",0.001,7.36098846429336e-05,"F(1,22) = 23.64, p < .001",FALSE,FALSE,FALSE,0.95
"2012-02-LaS-baumann-schumacher-2011-(de-)accentuation-and-the-processing-of-information-status-evidence-from-event-related-brain.pdf","F",1,22,"=",37.15,"<",0.001,3.90634146140342e-06,"F(1,22) = 37.15, p < .001",FALSE,FALSE,FALSE,0.95
"2012-02-LaS-baumann-schumacher-2011-(de-)accentuation-and-the-processing-of-information-status-evidence-from-event-related-brain.pdf","F",1,22,"=",7.11,"<",0.05,0.0140987902853824,"F(1,22) = 7.11, p < .05",FALSE,FALSE,FALSE,0.95
"2012-02-LaS-baumann-schumacher-2011-(de-)accentuation-and-the-processing-of-information-status-evidence-from-event-related-brain.pdf","F",1,22,"=",46.77,"<",0.001,7.18803382393057e-07,"F(1,22) = 46.77, p < .001",FALSE,FALSE,FALSE,0.95
"2012-02-LaS-baumann-schumacher-2011-(de-)accentuation-and-the-processing-of-information-status-evidence-from-event-related-brain.pdf","F",1,22,"=",8.66,"<",0.01,0.00752694032690698,"F(1,22) = 8.66, p < .01",FALSE,FALSE,FALSE,0.95
"2012-02-LaS-baumann-schumacher-2011-(de-)accentuation-and-the-processing-of-information-status-evidence-from-event-related-brain.pdf","F",1,22,"=",21.78,"<",0.001,0.00011836928026411,"F(1,22) = 21.78, p < .001",FALSE,FALSE,FALSE,0.95
"2012-02-LaS-baumann-schumacher-2011-(de-)accentuation-and-the-processing-of-information-status-evidence-from-event-related-brain.pdf","F",1,22,"=",28.48,"<",0.001,2.34071245312675e-05,"F(1,22) = 28.48, p < .001",FALSE,FALSE,FALSE,0.95
"2012-02-LaS-baumann-schumacher-2011-(de-)accentuation-and-the-processing-of-information-status-evidence-from-event-related-brain.pdf","F",1,22,"=",59.23,"<",0.001,1.11596832988454e-07,"F(1,22) = 59.23, p < .001",FALSE,FALSE,FALSE,0.95
"2012-02-LaS-baumann-schumacher-2011-(de-)accentuation-and-the-processing-of-information-status-evidence-from-event-related-brain.pdf","F",1,22,"=",67.05,"<",0.001,4.00245273993011e-08,"F(1,22) = 67.05, p < .001",FALSE,FALSE,FALSE,0.95
"2012-03-LaS-berent-et-al-2011-language-universals-and-misidentification-a-two-way-street.pdf","F",5,55,"=",10.78,"<",1e-05,2.95749487492008e-07,"F(5, 55) = 10.78, p < .00001",FALSE,FALSE,TRUE,0.29
"2012-03-LaS-berent-et-al-2011-language-universals-and-misidentification-a-two-way-street.pdf","F",5,55,"=",51.74,"<",2e-04,1.41051243033009e-19,"F(5, 55) = 51.74, p < .0002",FALSE,FALSE,TRUE,0.29
"2012-03-LaS-berent-et-al-2011-language-universals-and-misidentification-a-two-way-street.pdf","F",5,55,"=",6.72,"<",1e-04,5.95670775784035e-05,"F(5, 55) = 6.72, p < .0001",FALSE,FALSE,TRUE,0.29
"2012-03-LaS-berent-et-al-2011-language-universals-and-misidentification-a-two-way-street.pdf","F",1,11,"=",41.79,"<",2e-04,4.64844048762929e-05,"F(1, 11) = 41.79, p< .0002",FALSE,FALSE,TRUE,0.29
"2012-03-LaS-berent-et-al-2011-language-universals-and-misidentification-a-two-way-street.pdf","F",1,11,"=",40.89,"<",2e-04,5.11913167920873e-05,"F(1, 11) = 40.89, p < .0002",FALSE,FALSE,TRUE,0.29
"2012-03-LaS-berent-et-al-2011-language-universals-and-misidentification-a-two-way-street.pdf","F",1,11,"=",34.03,"<",2e-04,0.000113586098892667,"F(1, 11) = 34.03, p < .0002",FALSE,FALSE,TRUE,0.29
"2012-03-LaS-berent-et-al-2011-language-universals-and-misidentification-a-two-way-street.pdf","F",1,11,"=",21.99,"<",8e-04,0.000661455242071008,"F(1, 11) =21.99, p < .0008",FALSE,FALSE,TRUE,0.29
"2012-03-LaS-berent-et-al-2011-language-universals-and-misidentification-a-two-way-street.pdf","F",1,11,"=",22.14,"<",7e-04,0.000644571952892821,"F(1, 11) = 22.14, p < .0007",FALSE,FALSE,TRUE,0.29
"2012-03-LaS-berent-et-al-2011-language-universals-and-misidentification-a-two-way-street.pdf","F",1,11,"=",3.76,"<",0.08,0.0785654451555338,"F(1,11) = 3.76, p < .08",FALSE,FALSE,TRUE,0.29
"2012-03-LaS-berent-et-al-2011-language-universals-and-misidentification-a-two-way-street.pdf","F",5,115,"=",13.1,"<",1e-04,4.28148572428351e-10,"F(5, 115) = 13.10, p < .0001",FALSE,FALSE,TRUE,0.29
"2012-03-LaS-berent-et-al-2011-language-universals-and-misidentification-a-two-way-street.pdf","F",5,115,"=",1.43,"<",0.22,0.218706393430124,"F(5, 115) = 1.43, p < .22",FALSE,FALSE,TRUE,0.29
"2012-03-LaS-berent-et-al-2011-language-universals-and-misidentification-a-two-way-street.pdf","F",1,11,"=",1.15,"<",0.31,0.306512488310834,"F(1, 11) = 1.15, p < .31",FALSE,FALSE,TRUE,0.29
"2012-05-LaS-de-mareuil-et-al-2011-a-diachronic-study-of-initial-stress-and-other-prosodic-features-in-the-french-news-announcer.pdf","F",2,1554,"=",721.13,"<",0.01,2.8521309354269e-222,"F(2, 1554) = 721.13, p < 0.01",FALSE,FALSE,FALSE,1
"2012-05-LaS-de-mareuil-et-al-2011-a-diachronic-study-of-initial-stress-and-other-prosodic-features-in-the-french-news-announcer.pdf","F",1,1554,"=",13.23,"<",0.01,0.00028450231443005,"F(1, 1554) = 13.23, p < 0.01",FALSE,FALSE,FALSE,1
"2012-05-LaS-de-mareuil-et-al-2011-a-diachronic-study-of-initial-stress-and-other-prosodic-features-in-the-french-news-announcer.pdf","F",2,1554,"=",47.56,"<",0.01,8.96258376873645e-21,"F(2, 1554) = 47.56, p < 0.01",FALSE,FALSE,FALSE,1
"2012-05-LaS-de-mareuil-et-al-2011-a-diachronic-study-of-initial-stress-and-other-prosodic-features-in-the-french-news-announcer.pdf","F",2,777,"=",837.8,"<",0.01,1.14441504504845e-194,"F(2, 777)= 837.8, p < 0.01",FALSE,FALSE,FALSE,1
"2012-05-LaS-de-mareuil-et-al-2011-a-diachronic-study-of-initial-stress-and-other-prosodic-features-in-the-french-news-announcer.pdf","F",2,777,"=",150.8,"<",0.01,4.59509195525704e-56,"F(2, 777) = 150.8, p < 0.01",FALSE,FALSE,FALSE,1
"2012-05-LaS-de-mareuil-et-al-2011-a-diachronic-study-of-initial-stress-and-other-prosodic-features-in-the-french-news-announcer.pdf","F",2,1734,"=",95.77,"<",0.01,3.53596038978147e-40,"F(2, 1734) = 95.77, p < 0.01",FALSE,FALSE,FALSE,1
"2012-05-LaS-de-mareuil-et-al-2011-a-diachronic-study-of-initial-stress-and-other-prosodic-features-in-the-french-news-announcer.pdf","F",2,1734,"=",18.66,"<",0.01,9.59493340701503e-09,"F(2, 1734) = 18.66, p < 0.01",FALSE,FALSE,FALSE,1
"2012-05-LaS-de-mareuil-et-al-2011-a-diachronic-study-of-initial-stress-and-other-prosodic-features-in-the-french-news-announcer.pdf","F",2,867,"=",13.1,"<",0.01,2.48319636474732e-06,"F(2, 867) = 13.1, p < 0.01",FALSE,FALSE,FALSE,1
"2012-05-LaS-de-mareuil-et-al-2011-a-diachronic-study-of-initial-stress-and-other-prosodic-features-in-the-french-news-announcer.pdf","F",2,867,"=",120.8,"<",0.01,5.26466529456278e-47,"F(2, 867) = 120.8, p < 0.01",FALSE,FALSE,FALSE,1
"2012-05-LaS-de-mareuil-et-al-2011-a-diachronic-study-of-initial-stress-and-other-prosodic-features-in-the-french-news-announcer.pdf","F",2,1164,"=",73.02,"<",0.01,1.33359127333428e-30,"F(2, 1164) = 73.02, p < 0.01",FALSE,FALSE,FALSE,1
"2012-06-LaS-gorisch-et-al-2012-pitch-contour-matching-and-interactional-alignment-across-turns-an-acoustic-investigation.pdf","Z",NA,NA,"=",-2.686,"=",0.003,0.0072313088814419,"(z = -2.686, p = .003",TRUE,FALSE,TRUE,1
"2012-06-LaS-gorisch-et-al-2012-pitch-contour-matching-and-interactional-alignment-across-turns-an-acoustic-investigation.pdf","Z",NA,NA,"=",-2.853,"=",0.002,0.00216543107813179,"(z = -2.853, p = .002",FALSE,FALSE,TRUE,1
"2012-07-LaS-hanssen-et-al-2011-the-similarity-of-plural-endings-and-linking-elements-in-regional-speech-variants-of-dutch.pdf","t",NA,3242,"=",3.12,"<",0.01,0.00182440564470812,"t(3242) = 3.12, p < .01",FALSE,FALSE,FALSE,0.94
"2012-07-LaS-hanssen-et-al-2011-the-similarity-of-plural-endings-and-linking-elements-in-regional-speech-variants-of-dutch.pdf","t",NA,3242,"=",1.91,"=",0.06,0.0562213666075177,"t(3242) = 1.91, p = .06",FALSE,FALSE,FALSE,0.94
"2012-07-LaS-hanssen-et-al-2011-the-similarity-of-plural-endings-and-linking-elements-in-regional-speech-variants-of-dutch.pdf","t",NA,553,"=",11.95,"<",0.001,1.93821031913105e-29,"t(553) = 11.95, p < .001",FALSE,FALSE,FALSE,0.94
"2012-07-LaS-hanssen-et-al-2011-the-similarity-of-plural-endings-and-linking-elements-in-regional-speech-variants-of-dutch.pdf","t",NA,704,"=",5.36,"<",0.001,1.12911294180184e-07,"t(704) = 5.36, p < .001",FALSE,FALSE,FALSE,0.94
"2012-07-LaS-hanssen-et-al-2011-the-similarity-of-plural-endings-and-linking-elements-in-regional-speech-variants-of-dutch.pdf","t",NA,677,"=",9.21,"<",0.001,4.02379338156577e-19,"t(677) = 9.21, p < .001",FALSE,FALSE,FALSE,0.94
"2012-07-LaS-hanssen-et-al-2011-the-similarity-of-plural-endings-and-linking-elements-in-regional-speech-variants-of-dutch.pdf","t",NA,606,"=",14.05,"<",0.001,5.10036073449868e-39,"t(606) = 14.05, p < .001",FALSE,FALSE,FALSE,0.94
"2012-07-LaS-hanssen-et-al-2011-the-similarity-of-plural-endings-and-linking-elements-in-regional-speech-variants-of-dutch.pdf","r",NA,107,"=",0.9,"<",0.001,2.20993189963497e-40,"r(107) = .90, p < .001",FALSE,FALSE,FALSE,0.94
"2012-07-LaS-hanssen-et-al-2011-the-similarity-of-plural-endings-and-linking-elements-in-regional-speech-variants-of-dutch.pdf","t",NA,3232,"=",5.42,"<",0.001,6.39725014452962e-08,"t(3232) = 5.42, p < .001",FALSE,FALSE,FALSE,0.94
"2012-07-LaS-hanssen-et-al-2011-the-similarity-of-plural-endings-and-linking-elements-in-regional-speech-variants-of-dutch.pdf","t",NA,3232,"=",4.73,"<",0.001,2.34134768697434e-06,"t(3232) = 4.73, p < .001",FALSE,FALSE,FALSE,0.94
"2012-07-LaS-hanssen-et-al-2011-the-similarity-of-plural-endings-and-linking-elements-in-regional-speech-variants-of-dutch.pdf","t",NA,3232,"=",3.12,"<",0.01,0.00182445494648084,"t(3232) =3.12, p < .01",FALSE,FALSE,FALSE,0.94
"2012-07-LaS-hanssen-et-al-2011-the-similarity-of-plural-endings-and-linking-elements-in-regional-speech-variants-of-dutch.pdf","F",4,3483,"=",392.57,"<",0.001,1.87539673196189e-279,"F(4, 3483) = 392.57, p < .001",FALSE,FALSE,FALSE,0.94
"2012-07-LaS-hanssen-et-al-2011-the-similarity-of-plural-endings-and-linking-elements-in-regional-speech-variants-of-dutch.pdf","t",NA,3387,"=",15.32,"<",0.001,2.83558658420562e-51,"t(3387) =15.32, p < .001",FALSE,FALSE,FALSE,0.94
"2012-07-LaS-hanssen-et-al-2011-the-similarity-of-plural-endings-and-linking-elements-in-regional-speech-variants-of-dutch.pdf","t",NA,3387,"=",7.26,"<",0.001,4.7783599783462e-13,"t(3387) = 7.26, p < .001",FALSE,FALSE,FALSE,0.94
"2012-07-LaS-hanssen-et-al-2011-the-similarity-of-plural-endings-and-linking-elements-in-regional-speech-variants-of-dutch.pdf","t",NA,3387,"=",10.36,"<",0.001,8.80430853954127e-25,"t(3387) = 10.36, p < .001",FALSE,FALSE,FALSE,0.94
"2012-07-LaS-hanssen-et-al-2011-the-similarity-of-plural-endings-and-linking-elements-in-regional-speech-variants-of-dutch.pdf","t",NA,3387,"=",34.77,"<",0.001,8.62251750485313e-227,"t(3387) = 34.77, p < .001",FALSE,FALSE,FALSE,0.94
"2012-07-LaS-hanssen-et-al-2011-the-similarity-of-plural-endings-and-linking-elements-in-regional-speech-variants-of-dutch.pdf","t",NA,19,"=",3.4,"<",0.01,0.00300446681347988,"t(19) = 3.40, p < .01",FALSE,FALSE,FALSE,0.94
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,607,"=",0.125,"=",0.46,0.723796369730843,"F(1, 607) = .125, p= .460",TRUE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,607,"=",1.282,"=",0.243,0.257974572176035,"F(1, 607) = 1.282, p = .243",TRUE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,607,"=",1.509,"=",0.141,0.219767809149037,"F(1, 607) = 1.509, p = .141",TRUE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",2,607,"=",144.81,"<",0.001,3.81163812290095e-52,"F(2, 607) = 144.81, p <.001",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",2,607,"=",2.855,"=",0.075,0.0583290371008297,"F(2, 607) = 2.855, p = .075",TRUE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,607,"=",1.383,"=",0.252,0.240051818269471,"F(1,607) = 1.383, p = .252",TRUE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,607,"=",0.105,"=",0.901,0.746021618005322,"F(1, 607) = .105, p = .901",TRUE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",2,607,"=",8.127,"<",0.001,0.000328789276062491,"F(2, 607) = 8.127, p< .001",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",2,607,"=",103.239,"<",0.001,2.55748876939673e-39,"F(2, 607) = 103.239, p < .001",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",2,607,"=",0.176,"=",0.839,0.838660763657663,"F(2, 607)= .176, p = .839",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",2,607,"=",0.049,"=",0.952,0.952184895671113,"F(2, 607) = .049, p = .952",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,607,"=",242.55,"<",0.001,2.94792953562272e-46,"F(1, 607) = 242.55, p < .001",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,607,"=",667.42,"<",0.001,7.68028872471947e-100,"F(1, 607) = 667.42, p < .001",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",4,607,"=",38.79,"<",0.001,6.2319729544809e-29,"F(4, 607) = 38.79, p < .001",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",4,607,"=",0.081,"=",0.913,0.988181888763566,"F(4, 607) = .081, p = .913",TRUE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",2,607,"=",0.768,"=",0.464,0.464390292503748,"F(2, 607) = .768, p = .464",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",2,607,"=",667.42,"<",0.001,5.30869562859366e-154,"F(2, 607) = 667.42, p < .001",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",2,607,"=",55.75,"<",0.001,5.91891763574377e-23,"F(2, 607) = 55.75, p < .001",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",4,222,"=",174.81,"<",0.001,2.14043331990177e-67,"F(4, 222) = 174.81, p < .001",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",4,384,"=",212.81,"<",0.001,5.01427797417341e-96,"F(4, 384) = 212.81, p < .001",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,501,"=",0.044,"=",0.63,0.833938883852583,"F(1, 501) = .044, p = .630",TRUE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,432,"=",60.2,"<",0.001,6.24042188395729e-14,"F(1, 432) = 60.20, p < .001",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,432,"=",0.548,"=",0.46,0.459538172098053,"F(1, 432) = .548, p = .460",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,432,"=",0.548,"=",0.46,0.459538172098053,"F(1, 432) = .548, p = .460",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,432,"=",0.991,"=",0.37,0.320055352233313,"F(1, 432) = .991, p = .370",TRUE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,432,"=",1.765,"=",0.322,0.184703437834401,"F(1, 432) = 1.765,p = .322",TRUE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,432,"=",73.83,"<",0.001,1.56913847154387e-16,"F(1, 432) = 73.83, p < .001",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,432,"=",627.18,"<",0.001,3.69885858566244e-86,"F(1, 432) = 627.18, p < .001",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,744,"=",26.67,"<",0.001,3.1013358665176e-07,"F(1, 744) = 26.670, p < .001",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,744,"=",3.282,"=",0.212,0.0704466217482713,"F(1, 744)= 3.282, p = .212",TRUE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,744,"=",1.615,"=",0.204,0.204187585085306,"F(1, 744) = 1.615, p = .204",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,744,"=",3.385,"=",0.139,0.0661903795457916,"F(1, 744) = 3.385, p = .139",TRUE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,744,"=",0.088,"=",0.767,0.76681809930594,"F(1, 744)= .088, p = .767",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,744,"=",1.299,"=",0.255,0.25476275847459,"F(1, 744) = 1.299, p = .255",FALSE,FALSE,FALSE,0.54
"2012-08-LaS-henriksen-2012-the-intonation-and-signaling-of-declarative-questions-in-manchego-peninsular-spanish.pdf","F",1,744,"=",1123.614,"<",0.001,7.62572422906849e-151,"F(1, 744) = 1123.614, p < .001",FALSE,FALSE,FALSE,0.54
"2012-09-LaS-herold-et-al-2011-say-it-like-you-mean-it-mothers-use-of-prosody-to-convey-word-meaning.pdf","F",1,331,"=",26.86,"<",0.01,3.81239616271948e-07,"F(1, 331) = 26.86, p < .01",FALSE,FALSE,FALSE,0.9
"2012-09-LaS-herold-et-al-2011-say-it-like-you-mean-it-mothers-use-of-prosody-to-convey-word-meaning.pdf","F",1,333,"=",5.1,"<",0.05,0.0245726175495253,"F(1,333) = 5.10, p < .05",FALSE,FALSE,FALSE,0.9
"2012-09-LaS-herold-et-al-2011-say-it-like-you-mean-it-mothers-use-of-prosody-to-convey-word-meaning.pdf","F",1,333,"=",49.21,"<",0.01,1.29068331910015e-11,"F(1, 333) = 49.21, p < .01",FALSE,FALSE,FALSE,0.9
"2012-09-LaS-herold-et-al-2011-say-it-like-you-mean-it-mothers-use-of-prosody-to-convey-word-meaning.pdf","t",NA,13,"=",2.32,"<",0.05,0.0372492197482157,"t(13) = 2.32, p < .05",FALSE,FALSE,FALSE,0.9
"2012-09-LaS-herold-et-al-2011-say-it-like-you-mean-it-mothers-use-of-prosody-to-convey-word-meaning.pdf","t",NA,13,"=",2.17,"<",0.05,0.049126755258877,"t(13) = 2.17, p < .05",FALSE,FALSE,FALSE,0.9
"2012-09-LaS-herold-et-al-2011-say-it-like-you-mean-it-mothers-use-of-prosody-to-convey-word-meaning.pdf","t",NA,13,"=",2.84,"<",0.05,0.0139212583218989,"t(13) = 2.84, p < .05",FALSE,FALSE,FALSE,0.9
"2012-09-LaS-herold-et-al-2011-say-it-like-you-mean-it-mothers-use-of-prosody-to-convey-word-meaning.pdf","t",NA,13,"=",3.33,"<",0.01,0.00542541389343782,"t(13) = 3.33, p < .01",FALSE,FALSE,FALSE,0.9
"2012-09-LaS-herold-et-al-2011-say-it-like-you-mean-it-mothers-use-of-prosody-to-convey-word-meaning.pdf","t",NA,13,"=",4.48,"<",0.01,0.000619572004561967,"t(13) = 4.48, p < .01",FALSE,FALSE,FALSE,0.9
"2012-09-LaS-herold-et-al-2011-say-it-like-you-mean-it-mothers-use-of-prosody-to-convey-word-meaning.pdf","t",NA,13,"=",5.69,"<",0.01,7.41590246478529e-05,"t(13) = 5.69, p < .01",FALSE,FALSE,FALSE,0.9
"2012-09-LaS-herold-et-al-2011-say-it-like-you-mean-it-mothers-use-of-prosody-to-convey-word-meaning.pdf","t",NA,13,"=",5.35,"<",0.01,0.000131993680583579,"t(13) = 5.35, p < .01",FALSE,FALSE,FALSE,0.9
"2012-09-LaS-herold-et-al-2011-say-it-like-you-mean-it-mothers-use-of-prosody-to-convey-word-meaning.pdf","t",NA,13,"=",2.67,"<",0.05,0.0192643185647411,"t(13) = 2.67, p < .05",FALSE,FALSE,FALSE,0.9
"2012-09-LaS-herold-et-al-2011-say-it-like-you-mean-it-mothers-use-of-prosody-to-convey-word-meaning.pdf","t",NA,13,"=",2.7,"<",0.05,0.0181939665249263,"t(13) = 2.70, p < .05",FALSE,FALSE,FALSE,0.9
"2012-09-LaS-herold-et-al-2011-say-it-like-you-mean-it-mothers-use-of-prosody-to-convey-word-meaning.pdf","t",NA,13,"=",8.96,"<",0.01,6.33269690502661e-07,"t(13) = 8.96, p < .01",FALSE,FALSE,FALSE,0.9
"2012-09-LaS-herold-et-al-2011-say-it-like-you-mean-it-mothers-use-of-prosody-to-convey-word-meaning.pdf","F",1,52,"=",11.99,"<",0.01,0.00107851630663034,"F(1, 52) = 11.99, p < .01",FALSE,FALSE,FALSE,0.9
"2012-09-LaS-herold-et-al-2011-say-it-like-you-mean-it-mothers-use-of-prosody-to-convey-word-meaning.pdf","F",1,52,"=",20.72,"<",0.01,3.23041689790661e-05,"F(1, 52) = 20.72, p < .01",FALSE,FALSE,FALSE,0.9
"2012-09-LaS-herold-et-al-2011-say-it-like-you-mean-it-mothers-use-of-prosody-to-convey-word-meaning.pdf","F",1,52,"=",5.37,"<",0.05,0.0244567406641876,"F(1, 52) = 5.37, p < .05",FALSE,FALSE,FALSE,0.9
"2012-09-LaS-herold-et-al-2011-say-it-like-you-mean-it-mothers-use-of-prosody-to-convey-word-meaning.pdf","F",1,52,"=",8.54,"<",0.01,0.00513164377154951,"F(1, 52) = 8.54, p < .01",FALSE,FALSE,FALSE,0.9
